앱 확장 소재,앱 확장 소재 유형,캠페인,광고그룹,일,전환,통화 코드,비용,노출수,클릭수,Revenue,유형,사이즈,투입일,시기,USP,Concept,언어,파일명,소재명,링크,hooking_strategy,audio_elements_bgm,audio_elements_sfx_emphasized,audio_elements_narration,audio_elements_cv,text_analysis_extracted_copy,text_analysis_core_usp,title_specific_system,title_specific_mechanic,title_specific_faction_race,title_specific_identified_character,title_specific_theme,title_specific_special_note,gameplay,visual_technique,environment,emotion,character_object,art_style,marketer_insight
260406_BNR_A-Character-Life02A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/11063212554479801916,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,0,KRW,497,13,1,0,BNR,정방형,2026-04-06,A,Character,Life02A,EN,260406_BNR_A-Character-Life02A-DA_S_1200x1200_EN,A-Character-Life02A-DA,https://tpc.googlesyndication.com/simgad/11063212554479801916,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP HEROES,"아트 퀄리티, 캐릭터, 수집형RPG","수집형 RPG, 8인 실시간 전투","렐릭 퀘스트, 현상금 수배",마그 탐험대,SD 히어로즈,렐릭 탐험 어드벤처,,"탐험 및 발견, 수집 및 도감",텍스트 오버레이,자연/야외 미학,"휴식과 힐링, 수집욕/소유욕","SD/치비 캐릭터, 인간형 영웅","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도] 정사각형 포맷을 활용하여 캐릭터 간의 밀집도와 2.5D 월드의 공간감을 컴팩트하게 전달합니다. [타겟 심리] 복잡한 시스템 설명 대신 한눈에 들어오는 '귀여운 모험'의 이미지를 통해 설치 허들을 낮춥니다. [성과 예측 및 확장] 소셜 피드 환경에서 캐릭터 중심의 시인성이 높아 높은 CVR이 예상됩니다. 각 캐릭터의 개별 스탯이나 직업 아이콘을 툴팁 형태로 추가하여 정보 전달력을 강화하는 변주가 효과적일 것입니다.
260406_BNR_A-Character-Life02A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/15738601965366599609,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,0,KRW,571,15,0,0,BNR,세로형,2026-04-06,A,Character,Life02A,EN,260406_BNR_A-Character-Life02A-DA_V_1200x1500_EN,A-Character-Life02A-DA,https://tpc.googlesyndication.com/simgad/15738601965366599609,"캐릭터/유닛 외형, 비주얼 임팩트",,,,,PEPP HEROES,"아트 퀄리티, 캐릭터, 수집형RPG","수집형 RPG, 8인 실시간 전투","렐릭 퀘스트, 현상금 수배",마그 탐험대,SD 히어로즈,렐릭 탐험 어드벤처,,"탐험 및 발견, 전투 및 액션",텍스트 오버레이,자연/야외 미학,"휴식과 힐링, 수집욕/소유욕","SD/치비 캐릭터, 인간형 영웅","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 확장된 세로 공간을 활용하여 캐릭터 간의 위계와 배경의 깊이감을 풍부하게 표현, '어드벤처' 장르의 스케일을 강조합니다. [타겟 심리] 단순한 일러스트를 넘어 실제 게임 내 존재하는 캐릭터들의 파티 구성 시너지를 시각적으로 확인하고 싶어 하는 유저의 기대감을 자극합니다. [성과 예측 및 확장] 스토어 페이지의 주요 배너로 활용 시 브랜드 아이덴티티 전달력이 우수합니다. '사전예약 혜택' 문구를 강조한 텍스트 오버레이 버전을 추가하여 UA 성과 지표(CPI)를 직접적으로 최적화할 필요가 있습니다."
260406_BNR_A-Mob-Adventure02A-DA_L_1200x628_EN.jpg;https://tpc.googlesyndication.com/simgad/17125206759944352040,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,1,KRW,2086,62,2,0,BNR,가로형,2026-04-06,A,Mob,Adventure02A,EN,260406_BNR_A-Mob-Adventure02A-DA_L_1200x628_EN,A-Mob-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/17125206759944352040,비주얼 임팩트,,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",5인 분대 전투,거대 보스 레이드,"마그 탐험대, 고블린",,렐릭 탐험 어드벤처,2.5D 입체 월드 강조,"장애물 및 도전, 전투 및 액션",텍스트 오버레이,자연/야외 미학,도전과 승부욕,"거대 보스, SD/치비 캐릭터",2.5D 입체 그래픽,[전략적 의도] 거대 보스와 대치하는 5인 파티의 역동성을 강조하여 '어드벤처 RPG' 장르의 정체성을 직관적으로 전달함. [타겟 심리] 귀여운 SD 캐릭터를 선호하면서도 수동 조작의 손맛과 레이드의 긴장감을 즐기는 코어 유저의 도전 욕구를 자극함. [성과 예측 및 확장] 독보적인 2.5D 그래픽으로 높은 CTR이 예상됨. 추후 $100 상당의 사전예약 보상 카피를 삽입하여 CVR을 극대화하는 변주가 필요함.
260406_BNR_A-Mob-Adventure02A-DA_S_1200x1200_EN.jpg;https://tpc.googlesyndication.com/simgad/17573267286983610733,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,0,KRW,2,10,0,0,BNR,정방형,2026-04-06,A,Mob,Adventure02A,EN,260406_BNR_A-Mob-Adventure02A-DA_S_1200x1200_EN,A-Mob-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/17573267286983610733,비주얼 임팩트,,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",5인 분대 전투,거대 보스 레이드,"마그 탐험대, 고블린",,렐릭 탐험 어드벤처,2.5D 입체 월드 강조,"장애물 및 도전, 전투 및 액션",텍스트 오버레이,자연/야외 미학,도전과 승부욕,"거대 보스, SD/치비 캐릭터",2.5D 입체 그래픽,"[전략적 의도] 정방형 규격에 맞춰 거대 보드와와의 대치 구도를 밀도 있게 구성, '생동감 넘치는 2.5D 월드'의 깊이감을 강조함. [타겟 심리] 단순 방치형이 아닌 '직접 조작'과 '전략적 조합'이 필요한 수집형 RPG를 찾는 유저에게 어필함. [성과 예측 및 확장] 피드형 매체에서 시각적 몰입감이 높아 클릭률이 우수할 것임. 특정 SSR 캐릭터의 단독 컷신을 조합한 버전으로 수집욕을 추가 소구할 수 있음."
260406_BNR_A-Mob-Adventure02A-DA_V_1200x1500_EN.jpg;https://tpc.googlesyndication.com/simgad/12487452563763707002,가로형 이미지,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,0,KRW,1092,22,2,0,BNR,세로형,2026-04-06,A,Mob,Adventure02A,EN,260406_BNR_A-Mob-Adventure02A-DA_V_1200x1500_EN,A-Mob-Adventure02A-DA,https://tpc.googlesyndication.com/simgad/12487452563763707002,비주얼 임팩트,,,,,PEPP HEROES,"아트 퀄리티, 수집형RPG",5인 분대 전투,거대 보스 레이드,"마그 탐험대, 고블린",,렐릭 탐험 어드벤처,2.5D 입체 월드 강조,"장애물 및 도전, 전투 및 액션",텍스트 오버레이,자연/야외 미학,도전과 승부욕,"거대 보스, SD/치비 캐릭터",2.5D 입체 그래픽,[전략적 의도] 50여 종의 다양한 영웅 중 초기 핵심 파티원을 노출하여 '수집과 성장의 재미'를 강조함. [타겟 심리] 아기자기하고 따뜻한 색감의 아트 스타일을 통해 힐링 요소와 RPG 본연의 육성 재미를 동시에 충족함. [성과 예측 및 확장] 캐주얼한 RPG 유저층 유입에 효과적일 것임. 150여 종의 방대한 서브 퀘스트나 미지의 렐릭 해금 등 '끝없는 콘텐츠'를 텍스트로 보강하여 잔존율 지표를 높일 수 있음.
260406_VID_A-Character-Collection01A-UA_S_1080x1080_EN;https://www.youtube.com/watch?v=nGeFKwFWRpM,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,1,KRW,9278,142,8,0,VID,정방형,2026-04-06,A,Character,Collection01A,EN;https://www,260406_VID_A-Character-Collection01A-UA_S_1080x1080_EN,A-Character-Collection01A-UA,https://www.youtube.com/watch?v=nGeFKwFWRpM,"질문/선택형, 캐릭터/유닛 외형",경쾌함,TRUE,,없음,"CHOOSE A HERO, VINESSA, BERNETA, SOPHIA","캐릭터, 수집형RPG, 전략성",용병 모집(Gacha),DIY 픽업 시스템,마그 탐험대,"비네사, 소피아, 베르네타",히어로 수집 육성,캐릭터 선택 UI 강조,수집 및 도감,"텍스트 오버레이, 분할 화면",심플/클린 UI,수집욕/소유욕,"SD/치비 캐릭터, 인간형 영웅",2D 일러스트,[전략적 의도 - 타겟 심리 - 성과 예측 및 확장] 'Choose your hero'라는 직접적인 카피로 시청자의 능동적인 참여를 유도. 뽑기의 결과보다 '과정'과 '선택'의 재미를 강조하여 거부감 없는 유입을 노림. 높은 클릭률을 바탕으로 초기 유저 획득 캠페인에 적합.
260406_VID_A-Character-Collection01B-UA_S_1080x1080_EN;https://www.youtube.com/watch?v=cTfY4JpFc-s,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,2,KRW,7794,124,2,0,VID,정방형,2026-04-06,A,Character,Collection01B,EN;https://www,260406_VID_A-Character-Collection01B-UA_S_1080x1080_EN,A-Character-Collection01B-UA,https://www.youtube.com/watch?v=cTfY4JpFc-s,"질문/선택형, 캐릭터/유닛 외형",경쾌함,TRUE,,없음,"CHOOSE YOUR HERO, HUGO, KARBEL, MONAD","캐릭터, 수집형RPG, 전략성",용병 모집(Gacha),DIY 픽업 시스템,마그 탐험대,"휴고, 카르벨, 모나드",히어로 수집 육성,남성 캐릭터 위주 배치,수집 및 도감,"텍스트 오버레이, 분할 화면",심플/클린 UI,수집욕/소유욕,"SD/치비 캐릭터, 인간형 영웅",2D 일러스트,"[전략적 의도 - 타겟 심리 - 성과 예측 및 확장] Collection01A와 대조되는 캐릭터 구성을 통해 타겟 취향별 효율을 교차 분석함. 탱커와 딜러 중심의 덱 구성을 선호하는 유저들의 심리를 공략하며, 캐릭터 조합에 따른 변주 소재로 확장하여 리타겟팅 광고 활용 권장."
260406_VID_A-Character-Combat01A-UA_L_1920x1080_EN;https://www.youtube.com/watch?v=2W7-0AV2mfg,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,2,KRW,10447,149,13,0,VID,가로형,2026-04-06,A,Character,Combat01A,EN;https://www,260406_VID_A-Character-Combat01A-UA_L_1920x1080_EN,A-Character-Combat01A-UA,https://www.youtube.com/watch?v=2W7-0AV2mfg,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"VINESSA, A DARK WIZARD WHO DOMINATES THE FIELD, SOPHIA, REMOVES ALL DEBUFFS! THE KEY TO SURVIVAL, BERNETA, A SYNERGY DEALER THAT PERFECTS YOUR TEAM, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG, 전략성",용병 모집,스킬 컷신 연출,마그 탐험대,"Vinessa, Sophia, Berneta",렐릭 탐험 어드벤처,캐릭터별 스킬 특징 강조,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 인게임 실제 전투 씬과 화려한 캐릭터 일러스트를 교차 편집하여 시각적 몰입도 극대화 [타겟 심리] 매력적인 캐릭터 스킬과 시너지 조합에 대한 전략적 호기심 자극 [성과 예측 및 확장] 플레이 영상 기반으로 안정적인 CVR 확보 예상, 각 캐릭터 속성을 더 명확하게 대비시키는 변주 추천"
260406_VID_A-Character-Combat01A-UA_S_1080x1080_EN;https://www.youtube.com/watch?v=jnNAzjzUw8o,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,1,KRW,6181,105,3,0,VID,정방형,2026-04-06,A,Character,Combat01A,EN;https://www,260406_VID_A-Character-Combat01A-UA_S_1080x1080_EN,A-Character-Combat01A-UA,https://www.youtube.com/watch?v=jnNAzjzUw8o,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"VINESSA, A DARK WIZARD WHO DOMINATES THE FIELD, SOPHIA, REMOVES ALL DEBUFFS! THE KEY TO SURVIVAL, BERNETA, A SYNERGY DEALER THAT PERFECTS YOUR TEAM, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG, 전략성",용병 모집,스킬 컷신 연출,마그 탐험대,"Vinessa, Sophia, Berneta",렐릭 탐험 어드벤처,캐릭터별 스킬 특징 강조,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도 - 타겟 심리 - 성과 예측 및 확장] SSR 비네사의 독보적인 비주얼을 초반 3초 내에 배치하여 RPG 팬덤의 시선을 고정시킴. 캐릭터 소유욕이 강한 유저층의 페인 포인트를 고퀄리티 스파인 애니메이션으로 해소하며, 향후 캐릭터별 스킬 콤보 시리즈로 소재 확장이 용이함."
260406_VID_A-Character-Combat01A-UA_V_1080x1920_EN;https://www.youtube.com/watch?v=tHmXhOKu33A,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,1,KRW,5093,111,8,0,VID,세로형,2026-04-06,A,Character,Combat01A,EN;https://www,260406_VID_A-Character-Combat01A-UA_V_1080x1920_EN,A-Character-Combat01A-UA,https://www.youtube.com/watch?v=tHmXhOKu33A,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"VINESSA, A DARK WIZARD WHO DOMINATES THE FIELD, SOPHIA, REMOVES ALL DEBUFFS! THE KEY TO SURVIVAL, BERNETA, A SYNERGY DEALER THAT PERFECTS YOUR TEAM, PLAY FOR FREE","아트 퀄리티, 캐릭터, 수집형RPG, 전략성",용병 모집,스킬 컷신 연출,마그 탐험대,"Vinessa, Sophia, Berneta",렐릭 탐험 어드벤처,캐릭터별 스킬 특징 강조,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도] 숏폼 환경에 맞춘 세로 분할 화면으로 캐릭터와 전투를 동시 전달 [타겟 심리] 한 손 플레이와 다이내믹한 연출에 대한 선호 충족 [성과 예측 및 확장] 틱톡/릴스 환경에서 높은 조회율 예측됨
260406_VID_A-Character-Combat01B-UA_L_1920x1080_EN;https://www.youtube.com/watch?v=d4rVTfnnYhg,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,3,KRW,8629,122,7,0,VID,가로형,2026-04-06,A,Character,Combat01B,EN;https://www,260406_VID_A-Character-Combat01B-UA_L_1920x1080_EN,A-Character-Combat01B-UA,https://www.youtube.com/watch?v=d4rVTfnnYhg,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"HUGO, An indomitable warrior..., MONAD, A sage who devastates..., KARBEL, A fiery dealer..., PLAY FOR FREE","전략성, 아트 퀄리티",용병 모집,8인 실시간 전투,마그 탐험대,"Hugo, Monad, Karbel",히어로 수집 육성,,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도] 16:9 뷰를 통해 넓은 전장과 광역 스킬 이펙트 강조 [타겟 심리] 화려한 볼거리와 묵직한 타격감을 추구하는 심리 공략 [성과 예측 및 확장] 유튜브 범퍼/인스트림에서 전투 선호 유저에게 높은 전환율 기대
260406_VID_A-Character-Combat01B-UA_S_1080x1080_EN;https://www.youtube.com/watch?v=tcTIYuJi7pM,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,3,KRW,6653,125,2,0,VID,정방형,2026-04-06,A,Character,Combat01B,EN;https://www,260406_VID_A-Character-Combat01B-UA_S_1080x1080_EN,A-Character-Combat01B-UA,https://www.youtube.com/watch?v=tcTIYuJi7pM,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"HUGO, An indomitable warrior..., MONAD, A sage who devastates..., KARBEL, A fiery dealer..., PLAY FOR FREE","전략성, 아트 퀄리티",용병 모집,8인 실시간 전투,마그 탐험대,"Hugo, Monad, Karbel",히어로 수집 육성,,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도 - 타겟 심리 - 성과 예측 및 확장] 소피아의 '생존'과 '지원' 능력을 강조하여 전략적 플레이를 중시하는 유저에게 어필. 전투의 화려함보다 팀 시너지를 중시하는 코어 유저의 니즈를 타격하며, 비네사 소재와 A/B 테스트를 통해 타겟별 선호 캐릭터 최적화 가능."
260406_VID_A-Character-Combat01B-UA_V_1080x1920_EN;https://www.youtube.com/watch?v=rrd-TGZqEqc,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,6,KRW,8878,149,9,0,VID,세로형,2026-04-06,A,Character,Combat01B,EN;https://www,260406_VID_A-Character-Combat01B-UA_V_1080x1920_EN,A-Character-Combat01B-UA,https://www.youtube.com/watch?v=rrd-TGZqEqc,"비주얼 임팩트, 캐릭터/유닛 외형",긴박함,TRUE,,없음,"HUGO, An indomitable warrior..., MONAD, A sage who devastates..., KARBEL, A fiery dealer..., PLAY FOR FREE","전략성, 아트 퀄리티",용병 모집,8인 실시간 전투,마그 탐험대,"Hugo, Monad, Karbel",히어로 수집 육성,,전투 및 액션,"텍스트 오버레이, 클로즈업 및 줌",자연/야외 미학,"도전과 승부욕, 수집욕/소유욕","인간형 영웅, SD/치비 캐릭터, 성장 지표","2.5D 입체 그래픽, 2D 일러스트","[전략적 의도] 탱커, 마법사, 딜러의 역할을 명확히 보여주는 직관적 구성 [타겟 심리] 정통 RPG 유저들의 클래스 기반 파티 구성 니즈 충족 [성과 예측 및 확장] 역할군 조합의 재미를 텍스트로 보강하면 효율 증가 예상"
260406_VID_A-Charater-Collection01A-UA_L_1920x1080_EN;https://www.youtube.com/watch?v=D57_fq3EWdM,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,0,KRW,4954,122,4,0,VID,가로형,2026-04-06,A,Charater,Collection01A,EN;https://www,260406_VID_A-Charater-Collection01A-UA_L_1920x1080_EN,A-Charater-Collection01A-UA,https://www.youtube.com/watch?v=D57_fq3EWdM,"질문/선택형, 캐릭터/유닛 외형",경쾌함,TRUE,,없음,"CHOOSE A HERO, VINESSA, PLAY FOR FREE","아트 퀄리티, 전략성",용병 모집,DIY 픽업 시스템,마그 탐험대,Vinessa,히어로 수집 육성,,수집 및 도감,"텍스트 오버레이, 클로즈업 및 줌",심플/클린 UI,"수집욕/소유욕, 만족과 성취감","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도] 여성 마법사 캐릭터 선호 유저를 위한 픽 연출 [타겟 심리] 매력적인 원화와 인게임의 갭 모에(SD) 자극 [성과 예측 및 확장] 미소녀 일러스트 선호 타겟에게 긍정적 지표 확보 예측
260406_VID_A-Charater-Collection01A-UA_V_1080x1920_EN;https://www.youtube.com/watch?v=EtuT1DenBlc,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,6,KRW,9283,146,15,0,VID,세로형,2026-04-06,A,Charater,Collection01A,EN;https://www,260406_VID_A-Charater-Collection01A-UA_V_1080x1920_EN,A-Charater-Collection01A-UA,https://www.youtube.com/watch?v=EtuT1DenBlc,"질문/선택형, 캐릭터/유닛 외형",경쾌함,TRUE,,없음,"CHOOSE A HERO, VINESSA, PLAY FOR FREE","아트 퀄리티, 전략성",용병 모집,DIY 픽업 시스템,마그 탐험대,Vinessa,히어로 수집 육성,,수집 및 도감,"텍스트 오버레이, 클로즈업 및 줌",심플/클린 UI,"수집욕/소유욕, 만족과 성취감","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도] 세로형 피드에 맞춘 캐릭터 선택 화면 강조 [타겟 심리] 캐주얼하게 접근하기 좋은 디자인으로 허들 저하 [성과 예측 및 확장] 틱톡/숏츠 타겟에게 즉각적인 설치(Install) 훅 제공
260406_VID_A-Charater-Collection01B-UA_L_1920x1080_EN;https://www.youtube.com/watch?v=rRGCh1x6a6M,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,1,KRW,4157,116,2,0,VID,가로형,2026-04-06,A,Charater,Collection01B,EN;https://www,260406_VID_A-Charater-Collection01B-UA_L_1920x1080_EN,A-Charater-Collection01B-UA,https://www.youtube.com/watch?v=rRGCh1x6a6M,"질문/선택형, 캐릭터/유닛 외형",경쾌함,TRUE,,없음,"CHOOSE YOUR HERO, HUGO, PLAY FOR FREE","아트 퀄리티, 전략성",용병 모집,DIY 픽업 시스템,마그 탐험대,Hugo,히어로 수집 육성,,수집 및 도감,"텍스트 오버레이, 클로즈업 및 줌",심플/클린 UI,"수집욕/소유욕, 만족과 성취감","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도] 그리드 UI를 통해 풍부한 캐릭터 풀 어필 [타겟 심리] 수집 욕구를 자극하며 게임의 볼륨감 인식 [성과 예측 및 확장] 캐릭터 풀을 강조하는 엔드카드로 활용 시 높은 잔존율 기대
260406_VID_A-Charater-Collection01B-UA_V_1080x1920_EN;https://www.youtube.com/watch?v=u5diHTUsSOs,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,1,KRW,4181,138,4,0,VID,세로형,2026-04-06,A,Charater,Collection01B,EN;https://www,260406_VID_A-Charater-Collection01B-UA_V_1080x1920_EN,A-Charater-Collection01B-UA,https://www.youtube.com/watch?v=u5diHTUsSOs,"질문/선택형, 캐릭터/유닛 외형",경쾌함,TRUE,,없음,"CHOOSE YOUR HERO, HUGO, PLAY FOR FREE","아트 퀄리티, 전략성",용병 모집,DIY 픽업 시스템,마그 탐험대,Hugo,히어로 수집 육성,캐릭터 픽(Pick) 연출,수집 및 도감,"텍스트 오버레이, 클로즈업 및 줌",심플/클린 UI,"수집욕/소유욕, 만족과 성취감","인간형 영웅, SD/치비 캐릭터","2.5D 입체 그래픽, 2D 일러스트",[전략적 의도] 유저가 직접 영웅을 선택하는 듯한 인터랙티브한 경험 제공 [타겟 심리] 내가 직접 선택한 캐릭터가 활약하는 모습에 대한 기대감 부여 [성과 예측 및 확장] 다양한 영웅 선택지를 반복 노출하여 취향 저격 효과 유도
260406_VID_A-Hooking-Reward02A-FK_S_1080x1080_EN;https://www.youtube.com/watch?v=EgLwtP8WjE4,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,2,KRW,5607,111,5,0,VID,정방형,2026-04-06,A,Hooking,Reward02A,EN;https://www,260406_VID_A-Hooking-Reward02A-FK_S_1080x1080_EN,A-Hooking-Reward02A-FK,https://www.youtube.com/watch?v=EgLwtP8WjE4,"실패/분노 유도, 압도적 보상",긴박함,TRUE,,없음,"Tap here to save him!, Help me!, HELP KARBEL CLEAR, Claim your SR character and rewards worth $100!, PLAY FOR FREE",보상,용병 모집,우호도 시스템,마그 탐험대,카르벨(Karbel),히어로 수집 육성,페이크 플레이(구출 미니게임) 형식 활용,퍼즐 및 논리,"손가락 지시선, 텍스트 오버레이",자연/야외 미학,"도전과 승부욕, 만족과 성취감","SD/치비 캐릭터, 재화/보물상자",2D 일러스트,"[전략적 의도 - 타겟 심리 - 성과 예측 및 확장] 위기 상황 해결이라는 미션을 부여해 유저의 본능적인 참여를 이끌어내고, $100 가치의 실질적 보상을 미끼로 전환을 유도. '나도 할 수 있겠다'는 쉬운 조작의 페인 포인트를 해소하며, 대량 유입이 필요한 런칭 캠페인 메인 소재로 적합."
260406_VID_A-Hooking-Reward02A-FK_V_1080x1920_EN;https://www.youtube.com/watch?v=b7LsalWUDvQ,YouTube 동영상,HQ_HQ_PH_US-EN_GA_NU-Pre_AD_ACp_260406,P_ALL_AUTO_AUTO_ALL_NONE_260406,2026-04-06,3,KRW,7611,138,7,0,VID,세로형,2026-04-06,A,Hooking,Reward02A,EN;https://www,260406_VID_A-Hooking-Reward02A-FK_V_1080x1920_EN,A-Hooking-Reward02A-FK,https://www.youtube.com/watch?v=b7LsalWUDvQ,"실패/분노 유도, 압도적 보상",긴박함,TRUE,,없음,"Tap here to save him!, Help me!, HELP KARBEL CLEAR, Claim your SR character and rewards worth $100!, PLAY FOR FREE",보상,용병 모집,우호도 시스템,마그 탐험대,카르벨(Karbel),히어로 수집 육성,페이크 플레이(구출 미니게임) 형식 활용,퍼즐 및 논리,"손가락 지시선, 텍스트 오버레이",자연/야외 미학,"도전과 승부욕, 만족과 성취감","SD/치비 캐릭터, 재화/보물상자",2D 일러스트,"[전략적 의도] 숏폼(틱톡, 유튜브 쇼츠, 인스타 릴스) 환경에 최적화된 세로형 9:16 비율로 화면 전체를 활용해 터치 인터랙션을 극대화 [타겟 심리] 스와이프를 멈추게 하는 직관적인 구조('Tap here')로 숏폼 유저의 즉각적인 도파민 충족 및 FOMO(보상 상실 불안) 자극 [성과 예측 및 확장] 숏폼 매체에서 강력한 후킹으로 시청 완료율 증가가 예상되며, 카르벨 외에 인기 캐릭터(샤일린 등)를 활용하거나 실패(Fail)하는 연출을 추가한 A/B 테스트 시리즈물로 확장할 것을 추천함."
